race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,two_year_recid,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,0,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,1.7031246403801468,0.25854423561495904,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.0539654707485249,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,3.633855799520774,0.45739954439835045,0,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,1,1,0,0,0,1,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,0,1,0,1,0,1
0,4.418635130963697,1.7853571042906047,5.564586958661402,3.440229176149222,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,0,0,1,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,0,1,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.6562548531817419,0,0,1,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.0539654707485249,1,1,0,0,0,1,0,1
0,2.1283185649774574,-0.19550996974641835,7.49531811780203,1.8493867058820905,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,3.2413738673658306,1,0,1,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,1.7031246403801468,2.2470973234488736,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,0,0,1,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,0,0,1,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.25854423561495904,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.2528207795319162,1,0,1,0,0,1,0,1
0,2.1283185649774574,1.7853571042906047,3.633855799520774,2.2470973234488736,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,1.7031246403801468,-0.5368769995186067,1,0,0,1,1,0,0,1
0,-0.1619980010087828,1.7853571042906047,3.633855799520774,-0.33802169073521526,1,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,1,1,0,0,1,0,0,1
0,-0.1619980010087828,1.7853571042906047,-0.22760651876048046,0.45739954439835045,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,0,1,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.25854423561495904,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,1.7031246403801468,-0.5368769995186067,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,0,1,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,1,0,0,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,1,1,0,0,0,1,0,1
0,2.1283185649774574,11.68969247447572,1.7031246403801468,2.048242014665482,1,1,0,0,1,0,0,1
0,2.1283185649774574,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,1.7031246403801468,-0.33802169073521526,1,0,0,1,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.0539654707485249,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.6562548531817419,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.0539654707485249,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.650531397098699,0,0,1,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,0,1,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,0,1,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,0,1,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,1,0,1,0
1,-0.1619980010087828,1.7853571042906047,3.633855799520774,0.8551101619651333,1,0,0,1,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,2.048242014665482,1,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,1,0,0,1,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.25854423561495904,1,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.25854423561495904,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,1,0,0,1,0,0,1
0,-0.1619980010087828,1.7853571042906047,-0.22760651876048046,1.2528207795319162,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,0,0,1,1,0,0,1
0,-0.1619980010087828,23.574894918697854,3.633855799520774,4.832216337632962,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.8493867058820905,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,0,0,1,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,3.0425185585824392,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,0,1,0,0,1,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,1,0,0,1,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.45739954439835045,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,0,1,0,1,1,0
1,-0.1619980010087828,1.7853571042906047,-0.22760651876048046,1.2528207795319162,1,1,0,0,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,0,0,1,0,1,0,1,0
0,2.1283185649774574,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,0,1,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,0,1,1,0
0,2.1283185649774574,1.7853571042906047,-0.22760651876048046,1.0539654707485249,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.4516760883153077,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.6562548531817419,1,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,0,1,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,0,1,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,1,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,1,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,0,1,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,0,0,1,0,0,1,0,1
1,2.1283185649774574,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,1,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,0,1,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,0,1,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.45739954439835045,1,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.45739954439835045,0,0,1,0,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.25854423561495904,0,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.45739954439835045,0,1,0,0,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,1,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.45739954439835045,1,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,1,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,1,0,0,1
0,4.418635130963697,3.7662241783276276,1.7031246403801468,3.639084484932613,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,3.837939793716005,1,0,1,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,0,0,1,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,1,0,1,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.8493867058820905,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.0539654707485249,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,0,1,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,0,1,0,1,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,0,1,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,0,1,0,0,0,1,0,1
0,-0.1619980010087828,1.7853571042906047,-0.22760651876048046,3.837939793716005,1,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.4516760883153077,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.6562548531817419,1,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,1,0,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.6562548531817419,1,0,1,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,2.2470973234488736,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,0,1,0,0,1,1,0
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.25854423561495904,0,1,0,0,0,1,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.4516760883153077,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.4516760883153077,0,0,1,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.8493867058820905,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,3.633855799520774,1.4516760883153077,1,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,1,0,0,1
0,-0.1619980010087828,1.7853571042906047,-0.22760651876048046,2.048242014665482,0,1,0,0,1,0,0,1
0,-0.1619980010087828,1.7853571042906047,-0.22760651876048046,0.059688926831567596,0,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,1,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,4.235650411282788,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,1,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,1.7031246403801468,-0.5368769995186067,1,0,0,1,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,1,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,1,0,0,1,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,0,1,0,1,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,1,1,0,0,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,7.49531811780203,0.25854423561495904,1,0,0,1,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,1,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.059688926831567596,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,0,1,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,0,0,1,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,0,1,0,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,0.8551101619651333,1,0,1,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,1,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,1.4516760883153077,1,1,0,0,1,0,0,1
0,-0.1619980010087828,1.7853571042906047,1.7031246403801468,-0.13916638195182382,1,0,0,1,0,1,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.5368769995186067,0,0,0,1,1,0,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.33802169073521526,0,1,0,0,0,1,1,0
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,4.036795102499396,0,1,0,0,0,1,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,1,0,1,0,1,0,0,1
0,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.7357323083019981,0,1,0,0,1,0,0,1
1,-0.1619980010087828,-0.19550996974641835,-0.22760651876048046,-0.13916638195182382,0,1,0,0,1,0,0,1
